iter	Logloss
0	0.6626058507
1	0.6503918744
2	0.6264151248
3	0.5994135889
4	0.5746074659
5	0.5575361749
6	0.5327679383
7	0.5189170157
8	0.4996977692
9	0.4758069443
10	0.4546958062
11	0.4291591558
12	0.4213638427
13	0.4014833327
14	0.3935385578
15	0.3761778924
16	0.3614768555
17	0.352114703
18	0.3432072545
19	0.3297539216
20	0.3195738643
21	0.3083280064
22	0.2985095786
23	0.2933231358
24	0.2844233953
25	0.2792934848
26	0.2722383462
27	0.2632314997
28	0.2538085676
29	0.2429913575
30	0.238222083
31	0.2277723662
32	0.2215246249
33	0.2137801667
34	0.2113055085
35	0.2074348092
36	0.2039433166
37	0.200185579
38	0.1956023731
39	0.189849633
40	0.1841908324
41	0.1794467771
42	0.1771620274
43	0.1721561036
44	0.1694759402
45	0.1652431771
46	0.1617383186
47	0.1581523074
48	0.1557192026
49	0.1526157514
50	0.1501402858
51	0.1473645013
52	0.1422926105
53	0.1397110305
54	0.137942857
55	0.1346170065
56	0.1304453825
57	0.1277189126
58	0.1254033951
59	0.1228704074
60	0.1206513627
61	0.1181913293
62	0.1160264056
63	0.1140267006
64	0.1120453683
65	0.109537261
66	0.1070596893
67	0.104970552
68	0.1035685804
69	0.1011856429
70	0.09934210019
71	0.09776829383
72	0.09582593571
73	0.09414068492
74	0.09256640894
75	0.09066963391
76	0.08866574935
77	0.0873847246
78	0.08538648622
79	0.08423925943
80	0.08296823923
81	0.08160982055
82	0.07980986514
83	0.07859347349
84	0.0771400974
85	0.07599950117
86	0.07470479444
87	0.07306118562
88	0.07205714183
89	0.07091438358
90	0.06976539575
91	0.06858234838
92	0.06754396328
93	0.06660166628
94	0.0654798708
95	0.06469453631
96	0.06394785271
97	0.0629946029
98	0.06205787623
99	0.06126401466
100	0.06034528858
101	0.05953892629
102	0.05886519335
103	0.05798234566
104	0.05715750593
105	0.05625870226
106	0.0552734267
107	0.05441086265
108	0.05382474854
109	0.05301840972
110	0.05230796755
111	0.05174447431
112	0.05117532765
113	0.050702941
114	0.05021143209
115	0.04946555226
116	0.0489834049
117	0.04821733353
118	0.04773328334
119	0.04706422576
120	0.04636481586
121	0.04590506991
122	0.04520697584
123	0.04477357243
124	0.04412771369
125	0.04362778789
126	0.04324269585
127	0.04263443591
128	0.04204582924
129	0.04169613784
130	0.04123784498
131	0.04089968798
132	0.0405415273
133	0.04000687367
134	0.03940048043
135	0.0388920122
136	0.03858291427
137	0.0382075703
138	0.03776408197
139	0.03729553259
140	0.03700574747
141	0.03673417969
142	0.03646139273
143	0.03602142107
144	0.03575382152
145	0.03532636141
146	0.03507823542
147	0.03482623422
148	0.03457793122
149	0.0343301493
150	0.0340877291
151	0.03370209249
152	0.0334634048
153	0.03322962727
154	0.03285713168
155	0.03249694715
156	0.03228286895
157	0.03206787411
158	0.03172538855
159	0.03139086743
160	0.03119001695
161	0.0309935736
162	0.03067304693
163	0.03035941092
164	0.0301699964
165	0.02986371886
166	0.02967917205
167	0.02949715031
168	0.02920096672
169	0.02891281441
170	0.02873854759
171	0.02846042692
172	0.02818754603
173	0.02791905422
174	0.02765574078
175	0.02749765663
176	0.0273398118
177	0.02708671695
178	0.02683761109
179	0.02668868799
180	0.02644714289
181	0.02630161725
182	0.02615593629
183	0.02601214009
184	0.02586919461
185	0.02572860533
186	0.02558906725
187	0.02545150425
188	0.02531466735
189	0.02517992835
190	0.02496336662
191	0.02483213526
192	0.02470193163
193	0.02449324585
194	0.02428790967
195	0.02408621388
196	0.02396311043
197	0.02384214959
198	0.02372194102
199	0.02360277057
200	0.02341134801
201	0.02322358481
202	0.02310922743
203	0.02299592849
204	0.02288446646
205	0.02277314757
206	0.02266308895
207	0.02255420798
208	0.02244690111
209	0.02233973558
210	0.02223401862
211	0.02212927069
212	0.0220254674
213	0.02192267423
214	0.02182093227
215	0.02171978229
216	0.02161957153
217	0.02152050862
218	0.02142220024
219	0.02132488664
220	0.0212284811
221	0.02113295427
222	0.0210385491
223	0.02094455484
224	0.02085157927
225	0.02075916499
226	0.02066756169
227	0.02057684613
228	0.02048688196
229	0.02039828914
230	0.02030993971
231	0.02022265052
232	0.0201356607
233	0.02004966249
234	0.01996408513
235	0.01987914716
236	0.01979535478
237	0.01971249936
238	0.01963003363
239	0.01954836443
240	0.01946744029
241	0.01938624297
242	0.0193068979
243	0.01922766798
244	0.01914929646
245	0.01907179101
246	0.01899429685
247	0.01891813114
248	0.01884200608
249	0.0187667191
250	0.01869191844
251	0.01861786644
252	0.01854462408
253	0.0184718441
254	0.01839958115
255	0.01832766815
256	0.01825681946
257	0.01818572647
258	0.01811565399
259	0.01804638888
260	0.0179780201
261	0.01790949869
262	0.01784132453
263	0.01777430137
264	0.01770746334
265	0.01764083258
266	0.01757420588
267	0.01750888687
268	0.01744245208
269	0.01737698496
270	0.01731201771
271	0.01724726268
272	0.01718268512
273	0.01711941163
274	0.0170555281
275	0.01699358759
276	0.0169321045
277	0.01687125764
278	0.01681015069
279	0.01674897917
280	0.01668603712
281	0.01662540475
282	0.01656440572
283	0.01650527882
284	0.01644769306
285	0.01639056472
286	0.01633335059
287	0.01627727571
288	0.01622122884
289	0.01616513545
290	0.01610998039
291	0.01605477023
292	0.01600056388
293	0.01594614077
294	0.01589246409
295	0.01583920373
296	0.0157856187
297	0.01573304967
298	0.01567838228
299	0.01562550754
